precision,recall,threshold
0.07166666666666667,1.0,0.04714230039524218
0.07169056352117373,1.0,0.04718787167798468
0.07171447631754503,1.0,0.04740632214047567
0.07173840507173841,1.0,0.047516491580383326
0.07176234979973298,1.0,0.0476310458976851
0.07178631051752922,1.0,0.04767104460576595
0.07181028724114896,1.0,0.04771472931475253
0.07183427998663548,1.0,0.04775217051704266
0.07185828877005347,1.0,0.04775402056421355
0.07188231360748913,1.0,0.047807129586066165
0.07193041150886584,1.0,0.04781706068030691
0.07195448460508702,1.0,0.04788128528294661
0.07197857381988618,1.0,0.04788891655924767
0.07200267916945746,1.0,0.04793136542914264
0.07202680067001675,1.0,0.04794157353946768
0.07205093833780161,1.0,0.0479585420639615
0.0720750921890714,1.0,0.04797018203962093
0.0720992622401073,1.0,0.04797574164125203
0.07214765100671142,1.0,0.04799700381771096
0.07222035606315082,1.0,0.04803974268771114
0.07224462365591398,1.0,0.04809506524366053
0.07226890756302522,1.0,0.04809638984364398
0.07198116380760175,0.9953488372093023,0.04814099900357153
0.07200538358008075,0.9953488372093023,0.04814761259154889
0.07202961965668125,0.9953488372093023,0.048186011654264276
0.07205387205387205,0.9953488372093023,0.048196636952876695
0.07207814078814416,0.9953488372093023,0.0482159276107992
0.07210242587601078,0.9953488372093023,0.048233558734900636
0.07212672733400742,0.9953488372093023,0.04824400776094874
0.07215104517869184,0.9953488372093023,0.04824569268839082
0.07217537942664418,0.9953488372093023,0.048255231597999264
0.07219973009446694,0.9953488372093023,0.048264282974010725
0.07232173031429537,0.9953488372093023,0.04834067430137558
0.07234617985125084,0.9953488372093023,0.04834120827089459
0.07237064592492391,0.9953488372093023,0.04836128597160256
0.07239512855209743,0.9953488372093023,0.048369546940405225
0.07241962774957698,0.9953488372093023,0.04840160033689368
0.07246867592279038,0.9953488372093023,0.04842526984328339
0.07249322493224933,0.9953488372093023,0.04843261623080021
0.07251779057946459,0.9953488372093023,0.048468300658665045
0.07254237288135593,0.9953488372093023,0.04846845690981741
0.07256697185486606,0.9953488372093023,0.048471066663100484
0.07259158751696065,0.9953488372093023,0.0484713337715822
0.07261621988462844,0.9953488372093023,0.04847843681533403
0.0726408689748812,0.9953488372093023,0.04848652321235136
0.07266553480475382,0.9953488372093023,0.048486708296078436
0.07273963290278722,0.9953488372093023,0.04848764670987045
0.07276436586195172,0.9953488372093023,0.04850436673977669
0.0727891156462585,0.9953488372093023,0.048505638326384076
0.07281388227288194,0.9953488372093023,0.04852216612006616
0.0728634661218931,0.9953488372093023,0.04853383563669147
0.07288828337874659,0.9953488372093023,0.048539853328409745
0.07291311754684839,0.9953488372093023,0.04854101228615584
0.07296283668598705,0.9953488372093023,0.048549566544269854
0.07298772169167804,0.9953488372093023,0.04855190128677248
0.07301262367792562,0.9953488372093023,0.048585742576827566
0.07303754266211604,0.9953488372093023,0.048602126820029734
0.07306247866165927,0.9953488372093023,0.04861496891809428
0.07308743169398907,0.9953488372093023,0.04861713150514784
0.07311240177656303,0.9953488372093023,0.04862299686841035
0.07313738892686261,0.9953488372093023,0.048642173885284426
0.07316239316239316,0.9953488372093023,0.04865631830806501
0.073187414500684,0.9953488372093023,0.04866744923455212
0.0732375085557837,0.9953488372093023,0.0486707388210358
0.07326258130777132,0.9953488372093023,0.0486836876823454
0.07328767123287672,0.9953488372093023,0.04870480498498972
0.07333790267306374,0.9953488372093023,0.04871801443255505
0.07341337907375643,0.9953488372093023,0.04871949934411248
0.07343857240905971,0.9953488372093023,0.048725706876816426
0.07346378304153793,0.9953488372093023,0.048737595110661835
0.07348901098901099,0.9953488372093023,0.0487426625648008
0.07351425626932326,0.9953488372093023,0.0487675822844731
0.0731958762886598,0.9906976744186047,0.04876828066817151
0.07322103815744242,0.9906976744186047,0.04876972971838098
0.07349896480331262,0.9906976744186047,0.04877251442511972
0.07352433551950294,0.9906976744186047,0.04877429938363614
0.07357512953367876,0.9906976744186047,0.04877998756117544
0.07360055286800277,0.9906976744186047,0.04878506064396223
0.07362599377808503,0.9906976744186047,0.04879282237658542
0.07365145228215768,0.9906976744186047,0.04881086522916007
0.07367692839847803,0.9906976744186047,0.04881979358657315
0.07370242214532872,0.9906976744186047,0.04882074586974359
0.07372793354101766,0.9906976744186047,0.04882097831403944
0.07375346260387812,0.9906976744186047,0.04885098818487786
0.07377900935226879,0.9906976744186047,0.048853353706740474
0.07380457380457381,0.9906976744186047,0.04885739748039851
0.07383015597920277,0.9906976744186047,0.048864166080132845
0.07385575589459084,0.9906976744186047,0.048886155380234914
0.07406119610570236,0.9906976744186047,0.04888725505505948
0.07408695652173913,0.9906976744186047,0.04888885872856633
0.07413853115210581,0.9906976744186047,0.04890823738082375
0.07416434540389973,0.9906976744186047,0.04891869244137774
0.07421602787456447,0.9906976744186047,0.048921163771340814
0.07424189613105611,0.9906976744186047,0.048922126535521276
0.0743455497382199,0.9906976744186047,0.04893726126683645
0.07437150837988826,0.9906976744186047,0.04893989896936956
0.07439748515543136,0.9906976744186047,0.04894235066380747
0.07442348008385745,0.9906976744186047,0.04895282122788472
0.07444949318420133,0.9906976744186047,0.04896546276233484
0.07447552447552448,0.9906976744186047,0.048967623733194576
0.07450157397691501,0.9906976744186047,0.04897040168013448
